Pno01G005483.t1	Pno01G005033.t2
Pno02G009090.t1	Pno05G003210.t1
Pno02G009103.t1	Pno05G003212.t1
Pno02G009160.t1	Pno05G003230.t1
Pno02G009256.t1	Pno05G003247.t1
Pno02G009535.t1	Pno05G003279.t1
Pno02G009986.t1	Pno05G003301.t1
Pno02G009990.t1	Pno05G003308.t2
Pno02G010428.t1	Pno05G003347.t1
Pno02G010462.t2	Pno05G003351.t2
Pno02G010689.t1	Pno05G003356.t2
Pno02G010727.t1	Pno05G003359.t1
Pno02G010930.t1	Pno05G003365.t1
Pno02G006940.t1	Pno05G017803.t1
Pno02G006962.t1	Pno05G017894.t2
Pno02G006968.t1	Pno05G017976.t1
Pno02G006983.t1	Pno05G018010.t1
Pno02G007009.t1	Pno05G018113.t1
Pno02G007010.t2	Pno05G018144.t3
Pno02G007032.t2	Pno05G018334.t2
Pno02G007033.t1	Pno05G018396.t1
Pno02G007039.t1	Pno05G018532.t1
Pno02G007046.t1	Pno05G000083.t2
Pno02G003166.t1	Pno05G010384.t1
Pno02G003184.t1	Pno05G010574.t1
Pno02G003192.t1	Pno05G011268.t1
Pno02G003295.t1	Pno05G011459.t1
Pno02G003305.t1	Pno05G011514.t1
Pno02G003337.t1	Pno05G011678.t1
Pno02G003349.t1	Pno05G011808.t2
Pno02G003361.t1	Pno05G011959.t1
Pno02G006822.t1	Pno05G008890.t1
Pno02G009024.t1	Pno05G008641.t1
Pno02G009455.t1	Pno05G008502.t3
Pno02G009874.t1	Pno05G008463.t2
Pno02G010403.t1	Pno05G008384.t1
Pno02G010777.t2	Pno05G008109.t3
Pno02G012788.t1	Pno05G007924.t1
Pno02G013119.t1	Pno05G007911.t1
Pno02G013834.t1	Pno05G007909.t1
Pno02G014817.t1	Pno05G007865.t1
Pno02G000092.t2	Pno05G007704.t1
Pno02G000202.t1	Pno05G007701.t1
Pno02G000217.t1	Pno05G007631.t1
Pno02G000232.t1	Pno05G007622.t1
Pno02G000463.t1	Pno05G007581.t1
Pno02G000495.t1	Pno05G007532.t1
Pno02G001062.t2	Pno05G007269.t1
Pno02G001226.t1	Pno05G007253.t1
Pno02G001388.t1	Pno05G006976.t1
Pno02G001866.t2	Pno05G006927.t3
Pno02G001977.t1	Pno05G006914.t1
Pno02G002117.t2	Pno05G006817.t1
Pno02G002134.t1	Pno05G006814.t1
Pno02G002230.t1	Pno05G006711.t1
Pno02G002265.t2	Pno05G006666.t1
Pno02G002478.t1	Pno05G006587.t1
Pno02G002717.t1	Pno05G006495.t2
Pno02G003024.t1	Pno05G006414.t1
Pno02G004843.t1	Pno05G006177.t2
Pno02G005220.t1	Pno05G006157.t1
Pno02G005281.t1	Pno05G006150.t2
Pno02G005318.t1	Pno05G006143.t1
Pno02G005863.t1	Pno05G005581.t1
Pno02G005927.t1	Pno05G005376.t1
Pno02G006633.t1	Pno05G005050.t1
Pno02G013119.t1	Pno05G003851.t1
Pno02G013834.t1	Pno05G003850.t1
Pno02G014724.t1	Pno05G003848.t1
Pno02G000092.t2	Pno05G003844.t1
Pno02G000202.t1	Pno05G003843.t1
Pno02G000217.t1	Pno05G003841.t1
Pno02G000232.t1	Pno05G003840.t1
Pno02G008702.t1	Pno06G003339.t1
Pno02G008837.t5	Pno06G003351.t3
Pno02G009061.t1	Pno06G003391.t1
Pno02G009090.t1	Pno06G003396.t1
Pno02G009105.t1	Pno06G003410.t1
Pno02G009236.t1	Pno06G003437.t1
Pno02G009292.t1	Pno06G003448.t2
Pno02G009333.t1	Pno06G003454.t1
Pno02G009467.t1	Pno06G003462.t1
Pno02G009484.t1	Pno06G003503.t1
Pno02G007344.t1	Pno06G004466.t1
Pno02G007627.t1	Pno06G004440.t1
Pno02G007869.t1	Pno06G004353.t1
Pno02G007978.t1	Pno06G004340.t1
Pno02G008120.t2	Pno06G004297.t1
Pno02G008127.t1	Pno06G004291.t1
Pno02G008254.t1	Pno06G004260.t1
Pno02G008629.t1	Pno06G004234.t1
Pno02G003146.t1	Pno07G003695.t1
Pno02G003155.t1	Pno07G003697.t1
Pno02G003166.t1	Pno07G003702.t1
Pno02G003204.t1	Pno07G003718.t1
Pno02G003212.t1	Pno07G003719.t2
Pno02G003225.t1	Pno07G003720.t1
Pno02G003257.t1	Pno07G003725.t2
Pno02G003295.t1	Pno07G003728.t1
Pno02G003305.t1	Pno07G003732.t1
Pno02G003349.t1	Pno07G003735.t2
Pno02G003472.t1	Pno07G003766.t1
Pno02G003505.t1	Pno07G003798.t1
Pno02G003535.t1	Pno07G003804.t1
Pno02G005601.t2	Pno07G003576.t2
Pno02G005617.t1	Pno07G003578.t1
Pno02G005618.t1	Pno07G003587.t1
Pno02G005620.t1	Pno07G003588.t1
Pno02G005644.t1	Pno07G003599.t1
Pno02G005688.t1	Pno07G003608.t1
Pno02G005721.t1	Pno07G003638.t1
Pno02G005419.t1	Pno07G003514.t1
Pno02G005454.t1	Pno07G003532.t1
Pno02G005481.t2	Pno07G003540.t1
Pno02G005529.t1	Pno07G003551.t1
Pno02G005538.t1	Pno07G003559.t1
Pno02G005551.t1	Pno07G003563.t1
Pno02G004897.t1	Pno07G003372.t1
Pno02G005109.t3	Pno07G003413.t1
Pno02G005238.t2	Pno07G003428.t1
Pno02G005271.t1	Pno07G003433.t6
Pno02G005283.t2	Pno07G003437.t2
Pno02G005319.t1	Pno07G003441.t1
Pno02G005345.t1	Pno07G003466.t1
Pno02G001102.t1	Pno08G006751.t1
Pno02G001146.t1	Pno08G006794.t1
Pno02G001273.t2	Pno08G006957.t1
Pno02G001361.t1	Pno08G007295.t1
Pno02G001440.t1	Pno08G007357.t1
Pno02G001488.t1	Pno08G007593.t1
Pno02G001526.t1	Pno08G007911.t1
Pno02G001528.t1	Pno08G007967.t1
Pno02G001589.t1	Pno08G008380.t1
Pno02G001638.t1	Pno08G008461.t1
Pno02G001644.t1	Pno08G008587.t2
Pno02G001650.t2	Pno08G008706.t1
Pno02G001726.t1	Pno08G008968.t1
Pno02G001730.t1	Pno08G008980.t1
Pno02G001766.t1	Pno08G009071.t1
Pno02G013346.t1	Pno08G004483.t1
Pno02G013355.t1	Pno08G004491.t1
Pno02G013356.t1	Pno08G004492.t1
Pno02G013423.t1	Pno08G004518.t1
Pno02G013457.t1	Pno08G004519.t2
Pno02G013490.t1	Pno08G004520.t1
Pno02G013514.t1	Pno08G004545.t1
Pno02G013542.t1	Pno08G004620.t1
Pno02G006187.t1	Pno08G003691.t1
Pno02G006582.t1	Pno08G003674.t1
Pno02G006591.t1	Pno08G003578.t1
Pno02G006867.t1	Pno08G003313.t1
Pno02G006906.t1	Pno08G003152.t1
Pno02G007186.t1	Pno08G002608.t2
Pno02G007344.t1	Pno08G002511.t1
Pno02G007439.t1	Pno08G002451.t1
Pno02G007572.t1	Pno08G002353.t2
Pno02G007627.t1	Pno08G002310.t1
Pno02G007957.t1	Pno08G001345.t1
Pno02G007961.t1	Pno08G001320.t1
Pno02G007974.t1	Pno08G001256.t1
Pno02G007978.t1	Pno08G001027.t1
Pno02G007991.t1	Pno08G000968.t3
Pno02G008014.t1	Pno08G000850.t1
Pno02G008120.t2	Pno08G000404.t1
Pno02G008127.t1	Pno08G000337.t1
Pno02G008154.t1	Pno08G000253.t1
Pno02G008192.t1	Pno08G000205.t1
Pno02G008225.t1	Pno08G015084.t1
Pno02G008226.t3	Pno08G015015.t1
Pno02G008398.t1	Pno08G013753.t1
Pno02G008447.t1	Pno08G013186.t1
Pno02G008466.t1	Pno08G013071.t1
Pno02G008566.t1	Pno08G012413.t1
Pno02G008578.t1	Pno08G012226.t1
Pno02G008629.t1	Pno08G010328.t1
Pno02G008657.t1	Pno08G010164.t4
Pno02G008895.t1	Pno08G008192.t1
Pno02G009056.t1	Pno08G007926.t1
Pno02G009103.t1	Pno08G007875.t1
Pno02G009105.t1	Pno08G007617.t1
Pno02G009133.t1	Pno08G007490.t1
Pno02G009160.t1	Pno08G006657.t1
Pno02G009173.t1	Pno08G006019.t1
Pno02G009223.t1	Pno08G005189.t1
Pno02G009256.t1	Pno08G002530.t1
Pno02G009306.t1	Pno08G012965.t1
Pno02G009429.t2	Pno08G006727.t1
Pno02G009448.t1	Pno08G012922.t1
Pno02G005822.t1	Pno08G011994.t1
Pno02G005875.t1	Pno08G011401.t1
Pno02G005877.t1	Pno08G011385.t1
Pno02G005910.t1	Pno08G011146.t1
Pno02G005912.t2	Pno08G011112.t1
Pno02G005940.t1	Pno08G010692.t1
Pno02G005965.t1	Pno08G010496.t1
Pno02G005991.t2	Pno08G010338.t2
Pno02G005997.t1	Pno08G010266.t1
Pno02G006001.t1	Pno08G010203.t1
Pno02G006008.t1	Pno08G010179.t1
Pno02G006032.t1	Pno08G009924.t1
Pno02G006037.t1	Pno08G009775.t1
Pno02G006046.t1	Pno08G009672.t3
Pno02G006064.t1	Pno08G009651.t1
Pno02G006066.t1	Pno08G009433.t1
Pno02G006094.t1	Pno08G009042.t1
Pno02G006105.t1	Pno08G008957.t1
Pno02G006107.t1	Pno08G008882.t4
Pno02G006119.t1	Pno08G008717.t1
Pno02G006127.t1	Pno08G008587.t2
Pno02G006141.t1	Pno08G008432.t1
Pno02G006171.t1	Pno08G008276.t1
Pno02G006195.t1	Pno08G007880.t1
Pno02G006218.t1	Pno08G007792.t1
Pno02G006222.t1	Pno08G007672.t2
Pno02G006244.t1	Pno08G007525.t1
Pno02G006258.t1	Pno08G007331.t2
Pno02G006294.t1	Pno08G007316.t3
Pno02G006297.t1	Pno08G007295.t1
Pno02G006314.t3	Pno08G007201.t2
Pno02G006352.t1	Pno08G006844.t1
Pno02G006381.t1	Pno08G006592.t1
Pno02G006418.t1	Pno08G006136.t2
Pno02G006423.t1	Pno08G006093.t1
Pno02G006473.t1	Pno08G005990.t1
Pno02G006494.t1	Pno08G005914.t1
Pno02G006558.t1	Pno08G005580.t1
Pno02G006564.t4	Pno08G005566.t1
Pno02G006566.t1	Pno08G005556.t1
Pno02G006579.t1	Pno08G005424.t1
Pno02G006583.t1	Pno08G005407.t1
Pno02G006584.t1	Pno08G005403.t1
Pno02G006586.t1	Pno08G005396.t1
Pno02G006611.t1	Pno08G005293.t1
Pno02G003927.t1	Pno08G000271.t1
Pno02G003954.t1	Pno08G000212.t1
Pno02G003968.t1	Pno08G000180.t1
Pno02G003982.t1	Pno08G000165.t1
Pno02G003999.t1	Pno08G000071.t1
Pno02G004014.t1	Pno08G014576.t1
Pno02G004018.t2	Pno08G014552.t1
Pno02G004019.t1	Pno08G014371.t1
Pno02G006674.t1	Pno08G005198.t1
Pno02G006681.t2	Pno08G005147.t2
Pno02G006702.t2	Pno08G005062.t5
Pno02G006735.t1	Pno08G004782.t1
Pno02G006743.t1	Pno08G004636.t1
Pno02G006753.t1	Pno08G004447.t1
Pno02G006830.t1	Pno08G004218.t1
Pno02G007397.t1	Pno08G000944.t1
Pno02G007400.t1	Pno08G000940.t1
Pno02G007403.t1	Pno08G000925.t1
Pno02G007424.t2	Pno08G000844.t1
Pno02G007425.t2	Pno08G000838.t3
Pno02G007436.t1	Pno08G000817.t1
Pno02G002667.t1	Pno09G002770.t1
Pno02G002811.t1	Pno09G002729.t1
Pno02G002863.t1	Pno09G002726.t1
Pno02G002868.t2	Pno09G002724.t1
Pno02G002936.t1	Pno09G002716.t1
Pno02G002945.t2	Pno09G002713.t1
Pno02G002958.t1	Pno09G002710.t1
Pno02G002989.t1	Pno09G002708.t1
Pno02G003011.t1	Pno09G002707.t1
Pno02G003114.t1	Pno09G002690.t1
Pno02G012871.t1	Pno09G001825.t1
Pno02G013004.t1	Pno09G001801.t1
Pno02G013170.t1	Pno09G001781.t1
Pno02G013429.t1	Pno09G001747.t2
Pno02G013522.t1	Pno09G001735.t1
Pno02G013525.t2	Pno09G001727.t5
Pno02G013560.t1	Pno09G001714.t1
Pno02G013787.t1	Pno09G001704.t1
Pno03G014574.t1	Pno05G004176.t1
Pno03G014654.t3	Pno05G004177.t1
Pno03G014677.t1	Pno05G004180.t1
Pno03G014823.t1	Pno05G004184.t2
Pno03G015691.t1	Pno05G004193.t2
Pno03G015891.t1	Pno05G004203.t2
Pno03G015896.t1	Pno05G004205.t1
Pno03G016291.t1	Pno05G004221.t2
Pno03G016394.t1	Pno05G004222.t1
Pno03G003582.t1	Pno05G007933.t1
Pno03G003651.t1	Pno05G008089.t1
Pno03G003711.t2	Pno05G008137.t1
Pno03G003712.t1	Pno05G008146.t1
Pno03G003714.t1	Pno05G008322.t2
Pno03G003769.t2	Pno05G008384.t1
Pno03G003843.t1	Pno05G008502.t3
Pno03G011205.t1	Pno05G004293.t1
Pno03G011832.t2	Pno05G004277.t2
Pno03G011896.t1	Pno05G004268.t1
Pno03G012466.t1	Pno05G004264.t1
Pno03G013544.t3	Pno05G004252.t1
Pno03G013707.t1	Pno05G004251.t1
Pno03G009518.t1	Pno05G001248.t1
Pno03G009579.t1	Pno05G001245.t1
Pno03G009581.t1	Pno05G001236.t1
Pno03G009598.t1	Pno05G001204.t1
Pno03G009610.t1	Pno05G001124.t1
Pno03G009611.t1	Pno05G001024.t1
Pno03G008055.t1	Pno06G005115.t1
Pno03G008124.t1	Pno06G005117.t1
Pno03G008252.t1	Pno06G005139.t1
Pno03G008864.t1	Pno06G005153.t1
Pno03G009198.t1	Pno06G005160.t1
Pno03G009205.t1	Pno06G005162.t2
Pno03G009260.t2	Pno06G005182.t1
Pno03G009383.t1	Pno06G005184.t3
Pno03G009453.t1	Pno06G005187.t1
Pno03G009864.t1	Pno06G005223.t1
Pno03G010468.t1	Pno06G005310.t1
Pno03G010735.t1	Pno06G005321.t1
Pno03G010761.t1	Pno06G005325.t1
Pno03G011205.t1	Pno06G005356.t1
Pno03G011648.t1	Pno06G005404.t1
Pno03G011657.t1	Pno06G005405.t1
Pno03G011841.t1	Pno06G005410.t1
Pno03G011887.t1	Pno06G005411.t1
Pno03G011890.t1	Pno06G005412.t1
Pno03G011896.t1	Pno06G005413.t1
Pno03G012466.t1	Pno06G005458.t1
Pno03G012516.t1	Pno06G005473.t1
Pno03G013707.t1	Pno06G005517.t2
Pno03G013827.t1	Pno06G005524.t2
Pno03G016608.t1	Pno06G005725.t2
Pno03G016618.t1	Pno06G005728.t1
Pno03G016902.t1	Pno06G005739.t1
Pno03G016939.t2	Pno06G005741.t1
Pno03G017480.t2	Pno06G005774.t1
Pno03G017488.t1	Pno06G005775.t1
Pno03G000153.t1	Pno06G005779.t1
Pno03G000314.t1	Pno06G005818.t2
Pno03G000390.t1	Pno06G005820.t1
Pno03G000482.t1	Pno06G005832.t1
Pno03G000495.t1	Pno06G005841.t1
Pno03G000497.t1	Pno06G005862.t3
Pno03G000534.t1	Pno06G005864.t1
Pno03G002470.t1	Pno06G011638.t1
Pno03G002473.t1	Pno06G011671.t1
Pno03G002496.t1	Pno06G011767.t1
Pno03G002608.t1	Pno06G011833.t1
Pno03G002654.t1	Pno06G011999.t1
Pno03G002666.t1	Pno06G012012.t1
Pno03G002816.t1	Pno06G012015.t1
Pno03G000879.t1	Pno06G005933.t1
Pno03G001029.t1	Pno06G006048.t1
Pno03G001034.t1	Pno06G006068.t1
Pno03G001201.t1	Pno06G006086.t1
Pno03G001236.t1	Pno06G006136.t1
Pno03G001369.t1	Pno06G006259.t1
Pno03G001579.t1	Pno06G006264.t1
Pno03G001813.t1	Pno06G006298.t1
Pno03G014574.t1	Pno06G005714.t1
Pno03G014654.t3	Pno06G005713.t1
Pno03G014677.t1	Pno06G005704.t1
Pno03G015376.t1	Pno06G005697.t1
Pno03G015538.t1	Pno06G005651.t1
Pno03G015691.t1	Pno06G005621.t1
Pno03G015882.t1	Pno06G005558.t1
Pno03G015891.t1	Pno06G005557.t1
Pno03G016094.t1	Pno06G005552.t1
Pno03G016307.t1	Pno06G005548.t1
Pno03G006077.t1	Pno06G006224.t1
Pno03G006819.t1	Pno06G006219.t1
Pno03G006978.t1	Pno06G006202.t1
Pno03G007202.t1	Pno06G006194.t1
Pno03G007236.t1	Pno06G006180.t1
Pno03G007417.t1	Pno06G006173.t1
Pno03G007804.t1	Pno06G006145.t1
Pno03G011832.t2	Pno06G003854.t1
Pno03G011841.t1	Pno06G003847.t1
Pno03G011891.t1	Pno06G003842.t1
Pno03G011892.t1	Pno06G003841.t1
Pno03G012466.t1	Pno06G003836.t1
Pno03G012516.t1	Pno06G003833.t1
Pno03G005102.t1	Pno07G013271.t1
Pno03G005106.t1	Pno07G013353.t2
Pno03G005113.t1	Pno07G013584.t1
Pno03G005141.t1	Pno07G013606.t1
Pno03G005147.t1	Pno07G013628.t1
Pno03G005149.t1	Pno07G013687.t1
Pno03G005155.t1	Pno07G013736.t1
Pno03G005174.t1	Pno07G014731.t1
Pno03G005204.t1	Pno07G015606.t1
Pno03G005217.t1	Pno07G016344.t1
Pno03G005219.t1	Pno07G016394.t1
Pno03G009518.t1	Pno07G009224.t1
Pno03G009579.t1	Pno07G009344.t1
Pno03G009580.t1	Pno07G009345.t1
Pno03G009581.t1	Pno07G009346.t1
Pno03G009582.t1	Pno07G009347.t1
Pno03G009599.t1	Pno07G009381.t1
Pno03G009608.t1	Pno07G009445.t1
Pno03G009616.t1	Pno07G009454.t1
Pno03G009684.t1	Pno07G009509.t1
Pno03G009427.t1	Pno07G009224.t1
Pno03G009463.t1	Pno07G009326.t1
Pno03G009522.t1	Pno07G009346.t1
Pno03G009525.t1	Pno07G009381.t1
Pno03G009581.t1	Pno07G009414.t1
Pno03G009598.t1	Pno07G009461.t1
Pno03G009608.t1	Pno07G009491.t1
Pno03G004535.t1	Pno07G002505.t1
Pno03G004590.t1	Pno07G002500.t1
Pno03G004613.t1	Pno07G002499.t1
Pno03G004659.t1	Pno07G002497.t3
Pno03G004709.t1	Pno07G002489.t1
Pno03G004711.t1	Pno07G002488.t1
Pno03G004712.t1	Pno07G002487.t2
Pno03G004825.t1	Pno07G002485.t1
Pno03G004915.t1	Pno07G002484.t1
Pno03G004921.t1	Pno07G002482.t1
Pno03G004981.t1	Pno07G002479.t1
Pno03G004992.t1	Pno07G002470.t1
Pno03G009397.t1	Pno07G009674.t1
Pno03G009457.t1	Pno07G009605.t1
Pno03G009517.t1	Pno07G009589.t1
Pno03G009521.t1	Pno07G009551.t1
Pno03G009522.t1	Pno07G009549.t1
Pno03G009581.t1	Pno07G009538.t1
Pno03G009614.t1	Pno07G009490.t1
Pno03G009620.t1	Pno07G009445.t1
Pno03G009622.t1	Pno07G009381.t1
Pno03G009689.t1	Pno07G009232.t1
Pno03G004560.t1	Pno09G000067.t1
Pno03G004564.t3	Pno09G000075.t2
Pno03G004569.t1	Pno09G000080.t1
Pno03G004580.t1	Pno09G000083.t1
Pno03G004594.t1	Pno09G000133.t1
Pno03G004597.t1	Pno09G000135.t1
Pno03G004605.t1	Pno09G000140.t2
Pno03G004643.t1	Pno09G000159.t1
Pno03G004661.t1	Pno09G000169.t1
Pno03G004663.t1	Pno09G000174.t1
Pno03G004704.t1	Pno09G000185.t1
Pno03G004707.t2	Pno09G000191.t1
Pno03G004729.t1	Pno09G000213.t1
Pno03G004730.t2	Pno09G000215.t1
Pno03G004756.t1	Pno09G000222.t1
Pno03G004757.t1	Pno09G000223.t1
Pno03G004768.t1	Pno09G000230.t1
Pno03G004773.t1	Pno09G000278.t1
Pno03G004775.t1	Pno09G000280.t1
Pno03G004783.t1	Pno09G000293.t1
Pno03G004789.t1	Pno09G000307.t1
Pno04G008036.t1	Pno04G004538.t1
Pno04G008170.t1	Pno04G004563.t4
Pno04G008909.t1	Pno04G004573.t2
Pno04G008951.t1	Pno04G004577.t1
Pno04G008961.t1	Pno04G004581.t1
Pno04G009397.t1	Pno04G004592.t1
Pno04G009456.t1	Pno04G004607.t2
Pno04G003890.t1	Pno05G018532.t1
Pno04G003891.t1	Pno05G018396.t1
Pno04G003898.t1	Pno05G018334.t2
Pno04G003931.t1	Pno05G018144.t3
Pno04G003934.t1	Pno05G018113.t1
Pno04G003946.t1	Pno05G017894.t2
Pno04G003961.t3	Pno05G017803.t1
Pno04G003549.t2	Pno07G003261.t1
Pno04G003551.t1	Pno07G003265.t1
Pno04G003577.t1	Pno07G003275.t1
Pno04G003599.t1	Pno07G003292.t1
Pno04G003608.t1	Pno07G003295.t2
Pno04G003612.t1	Pno07G003297.t1
Pno04G003622.t1	Pno07G003299.t1
Pno04G001049.t1	Pno07G009224.t1
Pno04G001219.t1	Pno07G009346.t1
Pno04G001223.t1	Pno07G009381.t1
Pno04G001227.t1	Pno07G009414.t1
Pno04G001241.t1	Pno07G009486.t1
Pno04G001243.t1	Pno07G009541.t1
Pno04G001245.t1	Pno07G009588.t1
Pno04G004663.t1	Pno07G003638.t1
Pno04G004677.t1	Pno07G003608.t1
Pno04G004697.t1	Pno07G003599.t1
Pno04G004701.t1	Pno07G003595.t1
Pno04G004711.t1	Pno07G003588.t1
Pno04G004712.t1	Pno07G003587.t1
Pno04G004716.t1	Pno07G003583.t1
Pno04G004736.t1	Pno07G003564.t1
Pno04G004752.t1	Pno07G003551.t1
Pno04G004762.t1	Pno07G003540.t1
Pno04G004792.t1	Pno07G003514.t1
Pno04G004808.t1	Pno07G003493.t1
Pno04G004820.t2	Pno07G003485.t3
Pno04G004824.t1	Pno07G003484.t1
Pno04G004830.t1	Pno07G003474.t1
Pno04G004859.t1	Pno07G003446.t1
Pno04G004885.t1	Pno07G003428.t1
Pno04G004908.t3	Pno07G003413.t1
Pno04G004929.t1	Pno07G003373.t1
Pno04G004956.t1	Pno07G003357.t1
Pno04G004958.t1	Pno07G003356.t1
Pno04G004961.t1	Pno07G003353.t2
Pno04G004965.t1	Pno07G003328.t1
Pno04G004976.t1	Pno07G003325.t1
Pno04G006914.t1	Pno07G006879.t1
Pno04G005637.t1	Pno07G006637.t1
Pno04G006459.t1	Pno07G006587.t2
Pno04G006947.t1	Pno07G006578.t1
Pno04G007208.t1	Pno07G006569.t1
Pno04G008266.t1	Pno07G006162.t2
Pno04G008697.t1	Pno07G006138.t1
Pno04G009472.t1	Pno07G005867.t1
Pno04G012259.t1	Pno07G005697.t1
Pno04G013540.t1	Pno07G005623.t1
Pno04G016167.t1	Pno07G005545.t1
Pno04G000635.t1	Pno07G005365.t1
Pno04G000798.t2	Pno07G005357.t1
Pno04G000815.t1	Pno07G005346.t2
Pno04G002054.t1	Pno07G004602.t1
Pno04G002438.t1	Pno07G004227.t1
Pno04G003337.t1	Pno07G004088.t1
Pno04G004082.t1	Pno08G004822.t1
Pno04G004084.t4	Pno08G004931.t1
Pno04G004101.t2	Pno08G005234.t2
Pno04G004128.t1	Pno08G005396.t1
Pno04G004142.t1	Pno08G005403.t1
Pno04G004145.t1	Pno08G005424.t1
Pno04G004151.t1	Pno08G005556.t1
Pno04G004153.t1	Pno08G005566.t1
Pno04G004155.t1	Pno08G005580.t1
Pno04G004172.t1	Pno08G005914.t1
Pno04G004198.t1	Pno08G006093.t1
Pno04G004205.t1	Pno08G006136.t2
Pno04G004217.t2	Pno08G006423.t1
Pno04G004220.t1	Pno08G006592.t1
Pno04G004252.t2	Pno08G006957.t1
Pno04G004258.t1	Pno08G007159.t1
Pno04G004260.t2	Pno08G007201.t2
Pno04G004281.t1	Pno08G007295.t1
Pno04G004290.t1	Pno08G007322.t1
Pno04G004293.t1	Pno08G007382.t2
Pno04G004301.t1	Pno08G007593.t1
Pno04G004307.t1	Pno08G007672.t2
Pno04G004316.t1	Pno08G007880.t1
Pno04G004326.t3	Pno08G008031.t3
Pno04G004333.t1	Pno08G008276.t1
Pno04G004346.t1	Pno08G008432.t1
Pno04G004360.t1	Pno08G008587.t2
Pno04G004371.t1	Pno08G008717.t1
Pno04G004376.t1	Pno08G008882.t4
Pno04G004402.t1	Pno08G009072.t1
Pno04G004416.t1	Pno08G009494.t1
Pno04G004419.t1	Pno08G009504.t1
Pno04G004421.t5	Pno08G009616.t1
Pno04G004426.t1	Pno08G009651.t1
Pno04G004440.t1	Pno08G009924.t1
Pno04G004466.t2	Pno08G010025.t1
Pno04G004469.t1	Pno08G010093.t2
Pno04G004478.t1	Pno08G010266.t1
Pno04G004480.t1	Pno08G010338.t2
Pno04G004485.t1	Pno08G010365.t1
Pno04G004495.t1	Pno08G010521.t1
Pno04G004498.t1	Pno08G010557.t1
Pno04G004520.t1	Pno08G010989.t1
Pno04G004546.t1	Pno08G011146.t1
Pno04G004570.t1	Pno08G011401.t1
Pno04G004572.t1	Pno08G011423.t2
Pno04G004583.t1	Pno08G011515.t1
Pno04G004592.t1	Pno08G011841.t1
Pno04G004627.t1	Pno08G012964.t1
Pno04G004641.t1	Pno08G013028.t1
Pno04G004645.t1	Pno08G013039.t1
Pno04G004663.t1	Pno08G013099.t1
Pno04G004666.t2	Pno08G013212.t1
Pno04G004667.t1	Pno08G013364.t1
Pno04G004669.t1	Pno08G013380.t1
Pno04G004671.t1	Pno08G013442.t1
Pno04G016587.t1	Pno08G014371.t1
Pno04G017361.t1	Pno08G014576.t1
Pno04G017480.t1	Pno08G015124.t1
Pno04G000056.t1	Pno08G000078.t1
Pno04G000333.t1	Pno08G000234.t4
Pno04G000551.t3	Pno08G000271.t1
Pno04G000638.t1	Pno08G000319.t1
Pno04G000779.t1	Pno08G000399.t1
Pno04G000820.t1	Pno08G000412.t4
Pno04G003760.t1	Pno08G000940.t1
Pno04G003761.t1	Pno08G000944.t1
Pno04G003785.t1	Pno08G001124.t1
Pno04G003786.t1	Pno08G001129.t1
Pno04G003789.t1	Pno08G001165.t1
Pno04G003812.t1	Pno08G001301.t1
Pno04G003814.t1	Pno08G001364.t1
Pno04G006770.t1	Pno09G002562.t1
Pno04G006947.t1	Pno09G002564.t1
Pno04G007208.t1	Pno09G002567.t1
Pno04G008697.t1	Pno09G002574.t1
Pno04G009472.t1	Pno09G002585.t1
Pno04G015244.t1	Pno09G002613.t1
Pno04G000125.t1	Pno09G002626.t1
Pno04G000855.t2	Pno09G002637.t1
Pno04G001542.t3	Pno09G002644.t3
Pno04G002247.t1	Pno09G002664.t1
Pno04G002438.t1	Pno09G002666.t1
Pno04G003355.t1	Pno09G002670.t1
Pno04G002530.t1	Pno09G002155.t1
Pno04G002547.t1	Pno09G002157.t1
Pno04G002664.t1	Pno09G002187.t1
Pno04G002670.t1	Pno09G002189.t1
Pno04G002674.t1	Pno09G002194.t1
Pno04G002673.t5	Pno09G002195.t1
Pno04G002675.t1	Pno09G002196.t1
Pno04G002676.t1	Pno09G002197.t1
Pno04G004678.t1	Pno09G015277.t1
Pno04G004682.t1	Pno09G015238.t1
Pno04G004685.t1	Pno09G015207.t1
Pno04G004715.t1	Pno09G015073.t1
Pno04G004716.t1	Pno09G015014.t1
Pno04G004743.t1	Pno09G014819.t1
Pno04G004755.t1	Pno09G014742.t1
Pno04G004762.t1	Pno09G014555.t2
Pno04G004763.t1	Pno09G014450.t1
Pno04G004786.t1	Pno09G014213.t1
Pno05G007622.t1	Pno05G003840.t1
Pno05G007631.t1	Pno05G003841.t1
Pno05G007634.t1	Pno05G003842.t1
Pno05G007701.t1	Pno05G003843.t1
Pno05G007704.t1	Pno05G003844.t1
Pno05G007909.t1	Pno05G003850.t1
Pno05G007911.t1	Pno05G003851.t1
Pno05G005088.t1	Pno05G005107.t1
Pno05G005089.t1	Pno05G005106.t1
Pno05G005090.t1	Pno05G005105.t1
Pno05G005091.t1	Pno05G005104.t1
Pno05G005092.t2	Pno05G005103.t1
Pno05G003767.t1	Pno06G001345.t1
Pno05G003773.t2	Pno06G001354.t1
Pno05G003778.t1	Pno06G001368.t1
Pno05G003794.t1	Pno06G001430.t1
Pno05G003806.t1	Pno06G001457.t1
Pno05G003812.t2	Pno06G001523.t1
Pno05G003813.t1	Pno06G001544.t1
Pno05G003819.t1	Pno06G001591.t1
